"","date","county","state","fips","cases","deaths"
"403225","2020-08-05","Dorchester","Maryland",24019,353,5
"403226","2020-08-05","Frederick","Maryland",24021,3027,121
"403227","2020-08-05","Garrett","Maryland",24023,45,0
"403228","2020-08-05","Harford","Maryland",24025,1881,69
"403229","2020-08-05","Howard","Maryland",24027,3723,106
"403230","2020-08-05","Kent","Maryland",24029,236,23
"403231","2020-08-05","Montgomery","Maryland",24031,18015,794
"403232","2020-08-05","Prince George's","Maryland",24033,23620,746
"403233","2020-08-05","Queen Anne's","Maryland",24035,403,25
"403234","2020-08-05","Somerset","Maryland",24039,129,3
"403235","2020-08-05","St. Mary's","Maryland",24037,945,52
"403236","2020-08-05","Talbot","Maryland",24041,369,4
"403237","2020-08-05","Unknown","Maryland",NA,0,10
"403238","2020-08-05","Washington","Maryland",24043,989,31
"403239","2020-08-05","Wicomico","Maryland",24045,1316,44
"403240","2020-08-05","Worcester","Maryland",24047,657,20
"406434","2020-08-06","Allegany","Maryland",24001,279,18
"406435","2020-08-06","Anne Arundel","Maryland",24003,7209,220
"406436","2020-08-06","Baltimore","Maryland",24005,12799,557
"406437","2020-08-06","Baltimore city","Maryland",24510,12090,422
"406438","2020-08-06","Calvert","Maryland",24009,668,28
"406439","2020-08-06","Caroline","Maryland",24011,444,3
"406440","2020-08-06","Carroll","Maryland",24013,1518,117
"406441","2020-08-06","Cecil","Maryland",24015,682,30
"406442","2020-08-06","Charles","Maryland",24017,1963,91
"406443","2020-08-06","Dorchester","Maryland",24019,360,5
"406444","2020-08-06","Frederick","Maryland",24021,3039,121
"406445","2020-08-06","Garrett","Maryland",24023,45,0
"406446","2020-08-06","Harford","Maryland",24025,1909,69
"406447","2020-08-06","Howard","Maryland",24027,3735,106
"406448","2020-08-06","Kent","Maryland",24029,237,23
"406449","2020-08-06","Montgomery","Maryland",24031,18071,797
"406450","2020-08-06","Prince George's","Maryland",24033,23708,748
"406451","2020-08-06","Queen Anne's","Maryland",24035,407,25
"406452","2020-08-06","Somerset","Maryland",24039,130,3
"406453","2020-08-06","St. Mary's","Maryland",24037,951,52
"406454","2020-08-06","Talbot","Maryland",24041,371,4
"406455","2020-08-06","Unknown","Maryland",NA,0,16
"406456","2020-08-06","Washington","Maryland",24043,996,31
"406457","2020-08-06","Wicomico","Maryland",24045,1322,45
"406458","2020-08-06","Worcester","Maryland",24047,665,20
"409654","2020-08-07","Allegany","Maryland",24001,280,18
"409655","2020-08-07","Anne Arundel","Maryland",24003,7252,222
"409656","2020-08-07","Baltimore","Maryland",24005,12937,559
"409657","2020-08-07","Baltimore city","Maryland",24510,12255,424
"409658","2020-08-07","Calvert","Maryland",24009,673,28
"409659","2020-08-07","Caroline","Maryland",24011,445,3
"409660","2020-08-07","Carroll","Maryland",24013,1532,117
"409661","2020-08-07","Cecil","Maryland",24015,690,30
"409662","2020-08-07","Charles","Maryland",24017,1985,91
"409663","2020-08-07","Dorchester","Maryland",24019,365,5
"409664","2020-08-07","Frederick","Maryland",24021,3057,121
"409665","2020-08-07","Garrett","Maryland",24023,46,0
"409666","2020-08-07","Harford","Maryland",24025,1925,69
"409667","2020-08-07","Howard","Maryland",24027,3785,106
"409668","2020-08-07","Kent","Maryland",24029,239,23
"409669","2020-08-07","Montgomery","Maryland",24031,18178,801
"409670","2020-08-07","Prince George's","Maryland",24033,23850,749
"409671","2020-08-07","Queen Anne's","Maryland",24035,421,25
"409672","2020-08-07","Somerset","Maryland",24039,133,3
"409673","2020-08-07","St. Mary's","Maryland",24037,962,52
"409674","2020-08-07","Talbot","Maryland",24041,384,4
"409675","2020-08-07","Unknown","Maryland",NA,0,19
"409676","2020-08-07","Washington","Maryland",24043,1003,31
"409677","2020-08-07","Wicomico","Maryland",24045,1322,45
"409678","2020-08-07","Worcester","Maryland",24047,676,20
"412874","2020-08-08","Allegany","Maryland",24001,287,18
"412875","2020-08-08","Anne Arundel","Maryland",24003,7304,222
"412876","2020-08-08","Baltimore","Maryland",24005,13082,561
"412877","2020-08-08","Baltimore city","Maryland",24510,12390,428
"412878","2020-08-08","Calvert","Maryland",24009,686,28
"412879","2020-08-08","Caroline","Maryland",24011,445,3
"412880","2020-08-08","Carroll","Maryland",24013,1539,117
"412881","2020-08-08","Cecil","Maryland",24015,699,30
"412882","2020-08-08","Charles","Maryland",24017,2002,91
"412883","2020-08-08","Dorchester","Maryland",24019,371,5
"412884","2020-08-08","Frederick","Maryland",24021,3062,121
"412885","2020-08-08","Garrett","Maryland",24023,49,0
"412886","2020-08-08","Harford","Maryland",24025,1937,69
"412887","2020-08-08","Howard","Maryland",24027,3816,110
"412888","2020-08-08","Kent","Maryland",24029,240,23
"412889","2020-08-08","Montgomery","Maryland",24031,18299,802
"412890","2020-08-08","Prince George's","Maryland",24033,24019,751
"412891","2020-08-08","Queen Anne's","Maryland",24035,423,25
"412892","2020-08-08","Somerset","Maryland",24039,134,3
"412893","2020-08-08","St. Mary's","Maryland",24037,965,52
"412894","2020-08-08","Talbot","Maryland",24041,394,4
"412895","2020-08-08","Unknown","Maryland",NA,0,18
"412896","2020-08-08","Washington","Maryland",24043,1007,31
"412897","2020-08-08","Wicomico","Maryland",24045,1324,45
"412898","2020-08-08","Worcester","Maryland",24047,683,20
"416094","2020-08-09","Allegany","Maryland",24001,291,18
"416095","2020-08-09","Anne Arundel","Maryland",24003,7370,225
"416096","2020-08-09","Baltimore","Maryland",24005,13279,563
"416097","2020-08-09","Baltimore city","Maryland",24510,12562,428
"416098","2020-08-09","Calvert","Maryland",24009,698,28
"416099","2020-08-09","Caroline","Maryland",24011,451,3
"416100","2020-08-09","Carroll","Maryland",24013,1548,117
"416101","2020-08-09","Cecil","Maryland",24015,703,30
"416102","2020-08-09","Charles","Maryland",24017,2026,91
"416103","2020-08-09","Dorchester","Maryland",24019,371,5
"416104","2020-08-09","Frederick","Maryland",24021,3074,121
"416105","2020-08-09","Garrett","Maryland",24023,49,0
"416106","2020-08-09","Harford","Maryland",24025,1971,69
"416107","2020-08-09","Howard","Maryland",24027,3852,110
"416108","2020-08-09","Kent","Maryland",24029,244,23
"416109","2020-08-09","Montgomery","Maryland",24031,18431,803
"416110","2020-08-09","Prince George's","Maryland",24033,24149,753
"416111","2020-08-09","Queen Anne's","Maryland",24035,432,25
"416112","2020-08-09","Somerset","Maryland",24039,136,3
"416113","2020-08-09","St. Mary's","Maryland",24037,983,52
"416114","2020-08-09","Talbot","Maryland",24041,400,4
"416115","2020-08-09","Unknown","Maryland",NA,0,18
"416116","2020-08-09","Washington","Maryland",24043,1012,31
"416117","2020-08-09","Wicomico","Maryland",24045,1338,45
"416118","2020-08-09","Worcester","Maryland",24047,695,20
"419315","2020-08-10","Allegany","Maryland",24001,299,18
"419316","2020-08-10","Anne Arundel","Maryland",24003,7425,225
"419317","2020-08-10","Baltimore","Maryland",24005,13422,563
"419318","2020-08-10","Baltimore city","Maryland",24510,12720,430
"419319","2020-08-10","Calvert","Maryland",24009,708,28
"419320","2020-08-10","Caroline","Maryland",24011,453,3
"419321","2020-08-10","Carroll","Maryland",24013,1556,117
"419322","2020-08-10","Cecil","Maryland",24015,707,30
"419323","2020-08-10","Charles","Maryland",24017,2042,91
"419324","2020-08-10","Dorchester","Maryland",24019,375,5
"419325","2020-08-10","Frederick","Maryland",24021,3089,121
"419326","2020-08-10","Garrett","Maryland",24023,49,0
"419327","2020-08-10","Harford","Maryland",24025,1997,69
"419328","2020-08-10","Howard","Maryland",24027,3887,112
"419329","2020-08-10","Kent","Maryland",24029,244,23
"419330","2020-08-10","Montgomery","Maryland",24031,18528,803
"419331","2020-08-10","Prince George's","Maryland",24033,24284,755
"419332","2020-08-10","Queen Anne's","Maryland",24035,435,25
"419333","2020-08-10","Somerset","Maryland",24039,139,3
"419334","2020-08-10","St. Mary's","Maryland",24037,999,52
"419335","2020-08-10","Talbot","Maryland",24041,402,4
"419336","2020-08-10","Unknown","Maryland",NA,0,18
"419337","2020-08-10","Washington","Maryland",24043,1018,31
"419338","2020-08-10","Wicomico","Maryland",24045,1348,45
"419339","2020-08-10","Worcester","Maryland",24047,695,20
"422537","2020-08-11","Allegany","Maryland",24001,300,18
"422538","2020-08-11","Anne Arundel","Maryland",24003,7460,227
"422539","2020-08-11","Baltimore","Maryland",24005,13396,566
"422540","2020-08-11","Baltimore city","Maryland",24510,12909,431
"422541","2020-08-11","Calvert","Maryland",24009,714,28
"422542","2020-08-11","Caroline","Maryland",24011,453,3
"422543","2020-08-11","Carroll","Maryland",24013,1569,117
"422544","2020-08-11","Cecil","Maryland",24015,709,30
"422545","2020-08-11","Charles","Maryland",24017,2069,91
"422546","2020-08-11","Dorchester","Maryland",24019,378,5
"422547","2020-08-11","Frederick","Maryland",24021,3100,121
"422548","2020-08-11","Garrett","Maryland",24023,51,0
"422549","2020-08-11","Harford","Maryland",24025,2015,69
"422550","2020-08-11","Howard","Maryland",24027,3919,112
"422551","2020-08-11","Kent","Maryland",24029,243,23
"422552","2020-08-11","Montgomery","Maryland",24031,18597,803
"422553","2020-08-11","Prince George's","Maryland",24033,24457,761
"422554","2020-08-11","Queen Anne's","Maryland",24035,434,25
"422555","2020-08-11","Somerset","Maryland",24039,141,3
"422556","2020-08-11","St. Mary's","Maryland",24037,1003,52
"422557","2020-08-11","Talbot","Maryland",24041,403,4
"422558","2020-08-11","Unknown","Maryland",NA,0,19
"422559","2020-08-11","Washington","Maryland",24043,1029,31
"422560","2020-08-11","Wicomico","Maryland",24045,1356,45
"422561","2020-08-11","Worcester","Maryland",24047,698,20
"425759","2020-08-12","Allegany","Maryland",24001,303,18
"425760","2020-08-12","Anne Arundel","Maryland",24003,7489,228
"425761","2020-08-12","Baltimore","Maryland",24005,13485,567
"425762","2020-08-12","Baltimore city","Maryland",24510,13007,434
"425763","2020-08-12","Calvert","Maryland",24009,716,28
"425764","2020-08-12","Caroline","Maryland",24011,454,3
"425765","2020-08-12","Carroll","Maryland",24013,1575,118
"425766","2020-08-12","Cecil","Maryland",24015,715,30
"425767","2020-08-12","Charles","Maryland",24017,2086,91
"425768","2020-08-12","Dorchester","Maryland",24019,378,5
"425769","2020-08-12","Frederick","Maryland",24021,3125,121
"425770","2020-08-12","Garrett","Maryland",24023,53,0
"425771","2020-08-12","Harford","Maryland",24025,2037,69
"425772","2020-08-12","Howard","Maryland",24027,3947,112
"425773","2020-08-12","Kent","Maryland",24029,244,23
"425774","2020-08-12","Montgomery","Maryland",24031,18680,806
"425775","2020-08-12","Prince George's","Maryland",24033,24560,764
"425776","2020-08-12","Queen Anne's","Maryland",24035,441,26
"425777","2020-08-12","Somerset","Maryland",24039,141,3
"425778","2020-08-12","St. Mary's","Maryland",24037,1012,52
"425779","2020-08-12","Talbot","Maryland",24041,404,4
"425780","2020-08-12","Unknown","Maryland",NA,0,14
"425781","2020-08-12","Washington","Maryland",24043,1041,31
"425782","2020-08-12","Wicomico","Maryland",24045,1361,45
"425783","2020-08-12","Worcester","Maryland",24047,705,20
"428983","2020-08-13","Allegany","Maryland",24001,312,18
"428984","2020-08-13","Anne Arundel","Maryland",24003,7538,228
"428985","2020-08-13","Baltimore","Maryland",24005,13615,572
"428986","2020-08-13","Baltimore city","Maryland",24510,13078,435
"428987","2020-08-13","Calvert","Maryland",24009,725,28
"428988","2020-08-13","Caroline","Maryland",24011,455,3
"428989","2020-08-13","Carroll","Maryland",24013,1586,118
"428990","2020-08-13","Cecil","Maryland",24015,716,30
"428991","2020-08-13","Charles","Maryland",24017,2104,92
"428992","2020-08-13","Dorchester","Maryland",24019,393,5
"428993","2020-08-13","Frederick","Maryland",24021,3161,121
"428994","2020-08-13","Garrett","Maryland",24023,54,0
"428995","2020-08-13","Harford","Maryland",24025,2058,69
"428996","2020-08-13","Howard","Maryland",24027,3973,112
"428997","2020-08-13","Kent","Maryland",24029,243,23
"428998","2020-08-13","Montgomery","Maryland",24031,18791,807
"428999","2020-08-13","Prince George's","Maryland",24033,24757,766
"429000","2020-08-13","Queen Anne's","Maryland",24035,447,26
"429001","2020-08-13","Somerset","Maryland",24039,141,3
"429002","2020-08-13","St. Mary's","Maryland",24037,1022,52
"429003","2020-08-13","Talbot","Maryland",24041,411,4
"429004","2020-08-13","Unknown","Maryland",NA,0,12
"429005","2020-08-13","Washington","Maryland",24043,1066,31
"429006","2020-08-13","Wicomico","Maryland",24045,1374,45
"429007","2020-08-13","Worcester","Maryland",24047,708,20
"432210","2020-08-14","Allegany","Maryland",24001,326,18
"432211","2020-08-14","Anne Arundel","Maryland",24003,7574,228
"432212","2020-08-14","Baltimore","Maryland",24005,13722,574
"432213","2020-08-14","Baltimore city","Maryland",24510,13225,438
"432214","2020-08-14","Calvert","Maryland",24009,726,28
"432215","2020-08-14","Caroline","Maryland",24011,457,3
"432216","2020-08-14","Carroll","Maryland",24013,1599,118
"432217","2020-08-14","Cecil","Maryland",24015,720,30
"432218","2020-08-14","Charles","Maryland",24017,2121,92
"432219","2020-08-14","Dorchester","Maryland",24019,394,5
"432220","2020-08-14","Frederick","Maryland",24021,3180,121
"432221","2020-08-14","Garrett","Maryland",24023,54,0
"432222","2020-08-14","Harford","Maryland",24025,2088,69
"432223","2020-08-14","Howard","Maryland",24027,4015,115
"432224","2020-08-14","Kent","Maryland",24029,243,23
"432225","2020-08-14","Montgomery","Maryland",24031,18858,808
"432226","2020-08-14","Prince George's","Maryland",24033,24884,766
"432227","2020-08-14","Queen Anne's","Maryland",24035,469,26
"432228","2020-08-14","Somerset","Maryland",24039,142,3
"432229","2020-08-14","St. Mary's","Maryland",24037,1039,52
"432230","2020-08-14","Talbot","Maryland",24041,412,4
"432231","2020-08-14","Unknown","Maryland",NA,0,14
"432232","2020-08-14","Washington","Maryland",24043,1090,31
"432233","2020-08-14","Wicomico","Maryland",24045,1381,45
"432234","2020-08-14","Worcester","Maryland",24047,711,20
"435436","2020-08-15","Allegany","Maryland",24001,338,18
"435437","2020-08-15","Anne Arundel","Maryland",24003,7628,229
"435438","2020-08-15","Baltimore","Maryland",24005,13870,574
"435439","2020-08-15","Baltimore city","Maryland",24510,13356,441
"435440","2020-08-15","Calvert","Maryland",24009,734,28
"435441","2020-08-15","Caroline","Maryland",24011,460,3
"435442","2020-08-15","Carroll","Maryland",24013,1606,118
"435443","2020-08-15","Cecil","Maryland",24015,725,30
"435444","2020-08-15","Charles","Maryland",24017,2154,93
"435445","2020-08-15","Dorchester","Maryland",24019,402,5
"435446","2020-08-15","Frederick","Maryland",24021,3203,121
"435447","2020-08-15","Garrett","Maryland",24023,58,0
"435448","2020-08-15","Harford","Maryland",24025,2128,69
"435449","2020-08-15","Howard","Maryland",24027,4046,115
"435450","2020-08-15","Kent","Maryland",24029,243,23
"435451","2020-08-15","Montgomery","Maryland",24031,18964,808
"435452","2020-08-15","Prince George's","Maryland",24033,25019,768
"435453","2020-08-15","Queen Anne's","Maryland",24035,471,26
"435454","2020-08-15","Somerset","Maryland",24039,147,3
"435455","2020-08-15","St. Mary's","Maryland",24037,1040,52
"435456","2020-08-15","Talbot","Maryland",24041,418,4
"435457","2020-08-15","Unknown","Maryland",NA,0,12
"435458","2020-08-15","Washington","Maryland",24043,1117,31
"435459","2020-08-15","Wicomico","Maryland",24045,1390,45
"435460","2020-08-15","Worcester","Maryland",24047,720,20
"438661","2020-08-16","Allegany","Maryland",24001,341,19
"438662","2020-08-16","Anne Arundel","Maryland",24003,7658,229
"438663","2020-08-16","Baltimore","Maryland",24005,13964,575
"438664","2020-08-16","Baltimore city","Maryland",24510,13440,443
"438665","2020-08-16","Calvert","Maryland",24009,738,28
"438666","2020-08-16","Caroline","Maryland",24011,461,3
"438667","2020-08-16","Carroll","Maryland",24013,1611,118
"438668","2020-08-16","Cecil","Maryland",24015,727,30
"438669","2020-08-16","Charles","Maryland",24017,2167,93
"438670","2020-08-16","Dorchester","Maryland",24019,408,5
"438671","2020-08-16","Frederick","Maryland",24021,3223,121
"438672","2020-08-16","Garrett","Maryland",24023,58,0
"438673","2020-08-16","Harford","Maryland",24025,2153,69
"438674","2020-08-16","Howard","Maryland",24027,4077,116
"438675","2020-08-16","Kent","Maryland",24029,245,23
"438676","2020-08-16","Montgomery","Maryland",24031,19042,810
"438677","2020-08-16","Prince George's","Maryland",24033,25101,768
"438678","2020-08-16","Queen Anne's","Maryland",24035,483,26
"438679","2020-08-16","Somerset","Maryland",24039,151,3
"438680","2020-08-16","St. Mary's","Maryland",24037,1048,52
"438681","2020-08-16","Talbot","Maryland",24041,420,4
"438682","2020-08-16","Unknown","Maryland",NA,0,8
"438683","2020-08-16","Washington","Maryland",24043,1125,31
"438684","2020-08-16","Wicomico","Maryland",24045,1401,45
"438685","2020-08-16","Worcester","Maryland",24047,730,20
"441888","2020-08-17","Allegany","Maryland",24001,343,19
"441889","2020-08-17","Anne Arundel","Maryland",24003,7710,229
"441890","2020-08-17","Baltimore","Maryland",24005,14066,574
"441891","2020-08-17","Baltimore city","Maryland",24510,13522,444
"441892","2020-08-17","Calvert","Maryland",24009,743,28
"441893","2020-08-17","Caroline","Maryland",24011,465,3
"441894","2020-08-17","Carroll","Maryland",24013,1616,119
"441895","2020-08-17","Cecil","Maryland",24015,737,30
"441896","2020-08-17","Charles","Maryland",24017,2177,93
"441897","2020-08-17","Dorchester","Maryland",24019,413,5
"441898","2020-08-17","Frederick","Maryland",24021,3238,121
"441899","2020-08-17","Garrett","Maryland",24023,58,0
"441900","2020-08-17","Harford","Maryland",24025,2170,69
"441901","2020-08-17","Howard","Maryland",24027,4095,116
"441902","2020-08-17","Kent","Maryland",24029,247,23
"441903","2020-08-17","Montgomery","Maryland",24031,19110,810
"441904","2020-08-17","Prince George's","Maryland",24033,25167,768
"441905","2020-08-17","Queen Anne's","Maryland",24035,488,26
"441906","2020-08-17","Somerset","Maryland",24039,154,3
"441907","2020-08-17","St. Mary's","Maryland",24037,1061,52
"441908","2020-08-17","Talbot","Maryland",24041,421,4
"441909","2020-08-17","Unknown","Maryland",NA,0,9
"441910","2020-08-17","Washington","Maryland",24043,1138,31
"441911","2020-08-17","Wicomico","Maryland",24045,1405,45
"441912","2020-08-17","Worcester","Maryland",24047,732,20
"445114","2020-08-18","Allegany","Maryland",24001,348,19
"445115","2020-08-18","Anne Arundel","Maryland",24003,7744,229
"445116","2020-08-18","Baltimore","Maryland",24005,14139,576
"445117","2020-08-18","Baltimore city","Maryland",24510,13581,444
"445118","2020-08-18","Calvert","Maryland",24009,746,28
"445119","2020-08-18","Caroline","Maryland",24011,468,3
"445120","2020-08-18","Carroll","Maryland",24013,1625,119
"445121","2020-08-18","Cecil","Maryland",24015,739,30
"445122","2020-08-18","Charles","Maryland",24017,2200,93
"445123","2020-08-18","Dorchester","Maryland",24019,407,5
"445124","2020-08-18","Frederick","Maryland",24021,3254,121
"445125","2020-08-18","Garrett","Maryland",24023,58,0
"445126","2020-08-18","Harford","Maryland",24025,2186,69
"445127","2020-08-18","Howard","Maryland",24027,4117,117
"445128","2020-08-18","Kent","Maryland",24029,250,23
"445129","2020-08-18","Montgomery","Maryland",24031,19166,812
"445130","2020-08-18","Prince George's","Maryland",24033,25320,769
"445131","2020-08-18","Queen Anne's","Maryland",24035,494,26
"445132","2020-08-18","Somerset","Maryland",24039,155,3
"445133","2020-08-18","St. Mary's","Maryland",24037,1064,52
"445134","2020-08-18","Talbot","Maryland",24041,424,4
"445135","2020-08-18","Unknown","Maryland",NA,0,12
"445136","2020-08-18","Washington","Maryland",24043,1148,31
"445137","2020-08-18","Wicomico","Maryland",24045,1410,45
"445138","2020-08-18","Worcester","Maryland",24047,737,20
"448340","2020-08-19","Allegany","Maryland",24001,354,19
"448341","2020-08-19","Anne Arundel","Maryland",24003,7792,229
"448342","2020-08-19","Baltimore","Maryland",24005,14203,581
"448343","2020-08-19","Baltimore city","Maryland",24510,13658,444
"448344","2020-08-19","Calvert","Maryland",24009,749,28
"448345","2020-08-19","Caroline","Maryland",24011,471,3
"448346","2020-08-19","Carroll","Maryland",24013,1626,119
"448347","2020-08-19","Cecil","Maryland",24015,740,31
"448348","2020-08-19","Charles","Maryland",24017,2215,93
"448349","2020-08-19","Dorchester","Maryland",24019,408,5
"448350","2020-08-19","Frederick","Maryland",24021,3274,121
"448351","2020-08-19","Garrett","Maryland",24023,59,0
"448352","2020-08-19","Harford","Maryland",24025,2205,69
"448353","2020-08-19","Howard","Maryland",24027,4131,117
"448354","2020-08-19","Kent","Maryland",24029,252,23
"448355","2020-08-19","Montgomery","Maryland",24031,19220,814
"448356","2020-08-19","Prince George's","Maryland",24033,25401,769
"448357","2020-08-19","Queen Anne's","Maryland",24035,496,26
"448358","2020-08-19","Somerset","Maryland",24039,159,3
"448359","2020-08-19","St. Mary's","Maryland",24037,1064,52
"448360","2020-08-19","Talbot","Maryland",24041,425,4
"448361","2020-08-19","Unknown","Maryland",NA,0,13
"448362","2020-08-19","Washington","Maryland",24043,1160,31
"448363","2020-08-19","Wicomico","Maryland",24045,1415,45
"448364","2020-08-19","Worcester","Maryland",24047,738,22
"451568","2020-08-20","Allegany","Maryland",24001,358,20
"451569","2020-08-20","Anne Arundel","Maryland",24003,7819,230
"451570","2020-08-20","Baltimore","Maryland",24005,14350,582
"451571","2020-08-20","Baltimore city","Maryland",24510,13723,445
"451572","2020-08-20","Calvert","Maryland",24009,756,28
"451573","2020-08-20","Caroline","Maryland",24011,472,3
"451574","2020-08-20","Carroll","Maryland",24013,1628,119
"451575","2020-08-20","Cecil","Maryland",24015,745,31
"451576","2020-08-20","Charles","Maryland",24017,2226,93
"451577","2020-08-20","Dorchester","Maryland",24019,416,5
"451578","2020-08-20","Frederick","Maryland",24021,3296,121
"451579","2020-08-20","Garrett","Maryland",24023,60,0
"451580","2020-08-20","Harford","Maryland",24025,2228,69
"451581","2020-08-20","Howard","Maryland",24027,4154,117
"451582","2020-08-20","Kent","Maryland",24029,252,23
"451583","2020-08-20","Montgomery","Maryland",24031,19303,814
"451584","2020-08-20","Prince George's","Maryland",24033,25499,772
"451585","2020-08-20","Queen Anne's","Maryland",24035,499,26
"451586","2020-08-20","Somerset","Maryland",24039,164,3
"451587","2020-08-20","St. Mary's","Maryland",24037,1069,52
"451588","2020-08-20","Talbot","Maryland",24041,430,4
"451589","2020-08-20","Unknown","Maryland",NA,0,14
"451590","2020-08-20","Washington","Maryland",24043,1170,31
"451591","2020-08-20","Wicomico","Maryland",24045,1424,45
"451592","2020-08-20","Worcester","Maryland",24047,742,22
"454796","2020-08-21","Allegany","Maryland",24001,365,20
"454797","2020-08-21","Anne Arundel","Maryland",24003,7871,230
"454798","2020-08-21","Baltimore","Maryland",24005,14494,584
"454799","2020-08-21","Baltimore city","Maryland",24510,13820,449
"454800","2020-08-21","Calvert","Maryland",24009,758,28
"454801","2020-08-21","Caroline","Maryland",24011,472,3
"454802","2020-08-21","Carroll","Maryland",24013,1635,119
"454803","2020-08-21","Cecil","Maryland",24015,753,31
"454804","2020-08-21","Charles","Maryland",24017,2236,93
"454805","2020-08-21","Dorchester","Maryland",24019,425,5
"454806","2020-08-21","Frederick","Maryland",24021,3316,122
"454807","2020-08-21","Garrett","Maryland",24023,61,0
"454808","2020-08-21","Harford","Maryland",24025,2260,69
"454809","2020-08-21","Howard","Maryland",24027,4184,118
"454810","2020-08-21","Kent","Maryland",24029,256,23
"454811","2020-08-21","Montgomery","Maryland",24031,19364,814
"454812","2020-08-21","Prince George's","Maryland",24033,25645,773
"454813","2020-08-21","Queen Anne's","Maryland",24035,509,26
"454814","2020-08-21","Somerset","Maryland",24039,169,3
"454815","2020-08-21","St. Mary's","Maryland",24037,1075,52
"454816","2020-08-21","Talbot","Maryland",24041,433,4
"454817","2020-08-21","Unknown","Maryland",NA,0,9
"454818","2020-08-21","Washington","Maryland",24043,1192,32
"454819","2020-08-21","Wicomico","Maryland",24045,1428,46
"454820","2020-08-21","Worcester","Maryland",24047,740,21
"458024","2020-08-22","Allegany","Maryland",24001,367,20
"458025","2020-08-22","Anne Arundel","Maryland",24003,7932,230
"458026","2020-08-22","Baltimore","Maryland",24005,14608,586
"458027","2020-08-22","Baltimore city","Maryland",24510,13913,449
"458028","2020-08-22","Calvert","Maryland",24009,760,28
"458029","2020-08-22","Caroline","Maryland",24011,477,3
"458030","2020-08-22","Carroll","Maryland",24013,1641,119
"458031","2020-08-22","Cecil","Maryland",24015,758,31
"458032","2020-08-22","Charles","Maryland",24017,2252,93
"458033","2020-08-22","Dorchester","Maryland",24019,427,5
"458034","2020-08-22","Frederick","Maryland",24021,3328,123
"458035","2020-08-22","Garrett","Maryland",24023,61,0
"458036","2020-08-22","Harford","Maryland",24025,2288,69
"458037","2020-08-22","Howard","Maryland",24027,4198,117
"458038","2020-08-22","Kent","Maryland",24029,255,23
"458039","2020-08-22","Montgomery","Maryland",24031,19424,814
"458040","2020-08-22","Prince George's","Maryland",24033,25746,777
"458041","2020-08-22","Queen Anne's","Maryland",24035,513,26
"458042","2020-08-22","Somerset","Maryland",24039,176,3
"458043","2020-08-22","St. Mary's","Maryland",24037,1077,52
"458044","2020-08-22","Talbot","Maryland",24041,436,4
"458045","2020-08-22","Unknown","Maryland",NA,0,13
"458046","2020-08-22","Washington","Maryland",24043,1207,32
"458047","2020-08-22","Wicomico","Maryland",24045,1442,46
"458048","2020-08-22","Worcester","Maryland",24047,754,22
"461251","2020-08-23","Allegany","Maryland",24001,377,20
"461252","2020-08-23","Anne Arundel","Maryland",24003,7976,231
"461253","2020-08-23","Baltimore","Maryland",24005,14716,588
"461254","2020-08-23","Baltimore city","Maryland",24510,13997,449
"461255","2020-08-23","Calvert","Maryland",24009,762,28
"461256","2020-08-23","Caroline","Maryland",24011,478,3
"461257","2020-08-23","Carroll","Maryland",24013,1650,120
"461258","2020-08-23","Cecil","Maryland",24015,762,31
"461259","2020-08-23","Charles","Maryland",24017,2262,93
"461260","2020-08-23","Dorchester","Maryland",24019,429,5
"461261","2020-08-23","Frederick","Maryland",24021,3351,123
"461262","2020-08-23","Garrett","Maryland",24023,61,0
"461263","2020-08-23","Harford","Maryland",24025,2314,69
"461264","2020-08-23","Howard","Maryland",24027,4220,117
"461265","2020-08-23","Kent","Maryland",24029,255,23
"461266","2020-08-23","Montgomery","Maryland",24031,19507,815
"461267","2020-08-23","Prince George's","Maryland",24033,25828,778
"461268","2020-08-23","Queen Anne's","Maryland",24035,515,26
"461269","2020-08-23","Somerset","Maryland",24039,176,3
"461270","2020-08-23","St. Mary's","Maryland",24037,1080,53
"461271","2020-08-23","Talbot","Maryland",24041,446,4
"461272","2020-08-23","Unknown","Maryland",NA,0,12
"461273","2020-08-23","Washington","Maryland",24043,1234,32
"461274","2020-08-23","Wicomico","Maryland",24045,1461,46
"461275","2020-08-23","Worcester","Maryland",24047,761,22
"464482","2020-08-24","Allegany","Maryland",24001,381,20
"464483","2020-08-24","Anne Arundel","Maryland",24003,8021,231
"464484","2020-08-24","Baltimore","Maryland",24005,14811,588
"464485","2020-08-24","Baltimore city","Maryland",24510,14088,451
"464486","2020-08-24","Calvert","Maryland",24009,765,28
"464487","2020-08-24","Caroline","Maryland",24011,479,3
"464488","2020-08-24","Carroll","Maryland",24013,1654,120
"464489","2020-08-24","Cecil","Maryland",24015,766,31
"464490","2020-08-24","Charles","Maryland",24017,2280,93
"464491","2020-08-24","Dorchester","Maryland",24019,430,5
"464492","2020-08-24","Frederick","Maryland",24021,3378,123
"464493","2020-08-24","Garrett","Maryland",24023,61,0
"464494","2020-08-24","Harford","Maryland",24025,2340,69
"464495","2020-08-24","Howard","Maryland",24027,4255,117
"464496","2020-08-24","Kent","Maryland",24029,255,23
"464497","2020-08-24","Montgomery","Maryland",24031,19579,815
"464498","2020-08-24","Prince George's","Maryland",24033,25922,780
